GroomMB,BrideMB,GroomInc,BrideInc,Outcome
ISTJ,ENFP,87790.84,32467.21,Success
ISTP,ISTJ,45346.62,69998.72,Failure
ENTJ,ISTJ,50782.63,79779.64,Success
ENTJ,ESFP,86754.63,52257.75,Failure
ENFJ,ISFP,40989.54,64062.27,Success
ESFJ,ENTP,94997.22,32440.79,Success
INTJ,ESTJ,30966.2,49921.62,Failure
ISTP,ENFP,42000.26,33640.43,Success
INTP,ENFJ,40554.29,89559.66,Failure
ISFP,INTJ,81976.97,72828.3,Success
ISTP,ISFJ,88429.44,83900.03,Success
ENTP,ESTJ,87976.41,62551.2,Failure
ESFP,INTP,93584.49,63254.04,Failure
ESTP,ISTP,79040.52,50280.19,Failure
ENTP,ENTP,38126.68,91706.09,Failure
ISFP,ESFP,47184.89,34976.89,Success
INTJ,ISTJ,58354.53,76942.21,Success
ENFJ,ESTJ,66446.52,50280.85,Failure
ESTJ,ISTP,75534.78,32568.65,Success
INFJ,INFJ,99420.08,78830.35,Failure
INFJ,INTJ,54285.82,95155.63,Success
INFP,ESTJ,71431.42,67637.86,Success
ENFP,INFP,30107.13,49738.75,Failure
INTJ,ISFP,40816.97,42680.95,Success
ENTJ,ISTP,79498.52,82222.22,Success
ESFJ,ENFP,83096.58,85841.54,Failure
INTJ,ISTJ,37457.84,61235.23,Failure
ENFJ,ESFJ,45301.24,55796.1,Success
ENFJ,INTJ,30656.74,56792.69,Success
INTJ,ISFJ,72632.62,59025.86,Failure
ISFJ,INFP,68021.85,80733.61,Failure
ENTP,INFP,72585.64,50519.96,Failure
ISTJ,INFJ,34638.38,72910.97,Failure
ISTJ,ENFJ,82428.92,87125.15,Failure
ISTJ,ISFP,91465.95,93191.73,Failure
INFP,ESFJ,44981.25,77927.13,Failure
INTJ,INFJ,41250.77,68673.99,Failure
ENTJ,INTP,86884.21,51064.02,Failure
ESTJ,ESFP,87148.94,41950.72,Success
ISFJ,ESFP,32509.08,63077.88,Failure
ESTP,ESTP,35256.03,58900.74,Failure
ISFJ,ESTJ,53188.89,55189.97,Failure
INTP,ESTJ,38965.43,55424.06,Failure
ESFP,ISFP,47283.7,92916.73,Success
ENFJ,ISFJ,99151.22,71794.96,Failure
ISTP,ESFP,84213.55,34448.61,Success
ISFP,ESTP,67883.8,94344.49,Failure
ISFJ,ISFJ,42899.81,95622.2,Failure
ENTJ,ESFP,87642.41,67831.78,Failure
ISFJ,INFJ,34812.32,92698.11,Failure
ENFP,INFJ,98753.02,99731.2,Success
ESFP,ENTJ,33989.62,92345.91,Failure
ENFP,ISTP,97572.49,99057.52,Success
ESFJ,INTP,32782.56,42337.09,Success
INFP,ISTP,55970.41,91535.57,Success
ESTJ,ISFJ,53676.53,98577.65,Success
ENFJ,ENFP,85250.41,81751.66,Failure
ESFP,ENTP,30197.36,48425.03,Failure
ISFP,ENFJ,81335.37,45496.14,Success
ISTJ,ESTP,40976.76,39889.71,Success
ESTJ,ENTP,77659.65,47437.83,Success
INFJ,INTJ,64101.48,60627,Failure
ISTP,ENTP,41251.23,94366.44,Failure
ISFJ,ESTJ,87621.32,33652.05,Success
ISTP,INTP,82541.18,59480.56,Success
ISTP,ISTJ,88918.51,41726.32,Success
ISTP,INTJ,65467.28,71927.62,Failure
ISTP,ISTJ,87512.41,37891.43,Success
ENFJ,ISTP,75164.15,95085.62,Success
INTP,ISFP,96680.64,92644.58,Failure
INFP,ENTP,62235.52,71814.29,Failure
INFJ,ISFP,59093.47,82570.36,Success
ESTJ,INFP,77425.12,66574.44,Failure
ISFJ,ENTJ,62579.91,41243.47,Success
ISFJ,ESTJ,63082.6,69158.59,Failure
INTJ,ESTJ,39630.99,76091.4,Failure
ENFP,INFJ,96461.04,76100.25,Failure
ISFP,INTJ,90614.93,35959.69,Success
ENFJ,INTP,85725.62,35277.97,Failure
INTJ,INTP,37471.99,77915.43,Success
INTP,ISTP,65778.25,83174.98,Success
ISFJ,ISFJ,31719.75,36276.24,Failure
ESTP,ISFP,46399.87,53234.61,Success
INTP,ISFJ,39251.99,94420.02,Success
INTP,ISFP,91342.79,82540.41,Failure
INTP,ESFP,50335.1,61081.95,Failure
INFP,ENFP,94769.81,77734.89,Success
ESFP,INFJ,57143.31,85593.95,Success
ISTJ,ENFJ,85284.32,31048.56,Success
ISTP,INTJ,83975.96,67271.38,Success
ENTP,ENTP,60589.23,63715.84,Failure
ISTP,ISFP,91775.9,61172.97,Success
ENTP,INFJ,48816.08,49805.85,Success
ENTJ,INFJ,61384.92,85373.92,Success
INFJ,ESFJ,97964.65,30839.14,Success
ISTP,ISTP,94115.21,78382.72,Failure
INTJ,INFJ,30449.49,43465.71,Failure
ENFP,ENFP,66874.78,52556.81,Failure
ESTP,INTJ,74023.06,34672.71,Failure
INFJ,INFJ,66349.23,33487.28,Failure
INTJ,INTP,78093.8,73426.97,Failure
INTJ,ISFJ,55853.69,99884.72,Success
ESTJ,ESFP,53718.72,83667.59,Failure
ESFP,INTJ,37769.75,60700.46,Success
INFP,ISTP,42791.19,93457.25,Success
ESFP,ENFP,71197.35,31545.39,Success
ENFP,ESFJ,67008.49,36401.02,Failure
INTP,ENTJ,70970.97,57343.95,Success
INTJ,INFP,66143.45,89799.44,Failure
ISFJ,ISTJ,60090.22,33693.79,Failure
ESFP,ISTJ,64106.32,69151.15,Success
ESFP,ESTJ,90722.64,39294.3,Failure
ESFP,ISTP,79603.61,62698.67,Failure
ENTP,INFJ,81118.24,75506.33,Failure
ISTP,ESTJ,73102.42,94395.51,Failure
ESTP,INFJ,55328.66,48132.88,Failure
ENFP,ISTJ,48446.19,71449.2,Success
ESTJ,INFJ,75396.49,66152.88,Failure
INFJ,INFJ,67556.2,95314.29,Failure
INFJ,ENTP,85599.73,50021.47,Success
ENTP,ENTJ,47502.13,86929.7,Failure
ISFJ,ESFP,39923.71,97178.62,Failure
ESFP,ENFP,99435.01,73101.33,Success
ESFP,ISFP,59123.34,90496.49,Success
INTJ,INTP,70926.86,67435.68,Failure
ISTJ,ESTP,35794.94,34177.15,Success
INFP,INFP,43475.24,85141,Failure
INTJ,ISTJ,51544.24,87304.17,Success
ISFP,ESFP,67152.22,39129.71,Success
ENTJ,ESTJ,69842.96,31135.4,Failure
INTP,ISTJ,51524.6,47789.38,Failure
ISTP,ENFJ,60891.15,65318.08,Failure
INFJ,INFP,45998.08,68647.5,Success
INFP,ENFJ,83039.5,66462.8,Success
INFJ,ESFP,93777.4,63774.42,Success
ENTP,INFJ,34301.15,97304.99,Success
ESFP,ENTJ,46727.99,48541.22,Success
ISTJ,INFP,35138.34,40563.23,Failure
INFP,INTJ,99020.79,83002.22,Failure
INTJ,ENTJ,82511.98,52432.83,Success
ISFP,ENFP,83830.62,61690.14,Success
ENTP,ESTP,91035.51,98320.04,Success
ISTJ,INTP,81855.88,64166.45,Success
ISFP,ENFP,96470.72,87309.7,Success
ISFJ,ENFP,71257.35,55025.83,Success
ENTJ,ENTJ,89819.66,46719.71,Success
ENFJ,ENFP,98903.3,77891.15,Failure
INFJ,INTP,82951.98,70318,Failure
INTP,ISFJ,94033.63,30185.72,Failure
ESTP,ISFJ,86332.93,43399.59,Failure
ENTP,ISTJ,75684.14,87638.63,Success
ESTJ,ESTJ,73048.28,30692.25,Failure
ENTJ,ISTP,99228.57,97884.45,Failure
ISTP,INTP,85382.74,90408.5,Failure
ENTP,INTP,85735.86,41046.73,Failure
ISTJ,INTJ,45186.29,88704.34,Failure
INFP,ENTP,47119.14,46026.64,Success
ISTP,INTJ,47397.47,84710.26,Success
ISFP,INTJ,30860.9,61089.89,Failure
ENFJ,INFP,62498.37,54055.58,Failure
ENFJ,ISTJ,69907.42,75262.97,Failure
ISTP,ENFJ,37759.66,49846.06,Failure
ESFJ,ESTJ,76723.03,37623.4,Failure
INTP,ENFJ,82784.84,67879.96,Success
ENTP,ENFP,35447.93,83511.82,Failure
INTP,ESTP,65347.12,60877.76,Success
ISFJ,INFJ,34226.37,69410.97,Failure
ISFJ,ENFP,48248.31,49302.44,Failure
ESTP,ISFJ,53442.55,41318.97,Failure
INFP,ISFP,66419.16,43250.52,Failure
INTJ,ENFJ,51319.96,94352.39,Failure
INFJ,ISFP,88711.21,57542.61,Failure
INFP,ISTJ,68795.04,37679.6,Failure
ESTP,ISTP,40375.41,90995.76,Success
ENTP,ESFP,85606.89,63940.22,Failure
INTP,ESFJ,96293.43,93788.27,Success
ESTJ,ISTJ,50505.92,53311.04,Success
ISFJ,ENTJ,80125.07,82056.29,Failure
ISFJ,INFP,85611.03,80702.11,Success
INTP,ISTP,32056.32,55860.68,Success
ESTJ,ENTP,96707.44,92287.55,Success
ENFJ,INTP,55689.18,57216.7,Success
INTJ,INFP,66456.84,80919.91,Failure
ENFP,ENFP,42423.91,70333.6,Failure
ISTP,ESTJ,85146.15,75064.75,Success
ESTJ,ESFP,54660.9,86873.38,Failure
ESTP,ESTJ,47215.93,84761.03,Failure
INFP,ENFJ,91089.84,31406.8,Success
INFJ,INTJ,53644.38,90910,Success
ISFJ,ISFP,41329.22,80217.38,Success
ISFP,ESFJ,82087.23,65524.01,Success
ISFP,INTP,55934.06,42827.4,Success
ENFJ,INTJ,36903.89,87862.83,Success
INFP,ISTJ,40950.14,35613.62,Failure
ISTP,ESFJ,79852.96,44242.13,Success
ISFJ,ENFJ,89209.94,45880.3,Success
ENFJ,ENFJ,93024.47,74504.23,Failure
ENTJ,ISFJ,65082.66,76658.62,Success
ISFJ,ISTJ,97869.72,41743.53,Failure
INFP,ISTP,53192.52,40510.57,Failure
INTJ,ESFJ,88960.64,40513.94,Success
ESTP,ENFP,58924.02,66839.45,Failure
ESFJ,INFJ,56226.92,34380.09,Failure
ISFJ,ISFP,41656.83,33927.61,Failure
ENFJ,ENTJ,58371.19,49661.7,Failure
ISTJ,ENTP,40038.6,40400.75,Failure
ENFP,INFP,86051.81,47147.43,Failure
ISTP,ESFJ,72460.89,60308.92,Success
ISFP,ENFP,58592.96,63877.37,Failure
ENTJ,INTP,33464.33,31433.34,Failure
INTJ,ESTP,48938.35,39799.58,Failure
ENTJ,INFJ,76548.65,44293.89,Failure
ISFJ,ENTJ,79946.85,91871.32,Failure
ISTP,ISTP,71353.9,76633.96,Failure
ENTP,ESFJ,72123.74,36915.03,Failure
ISTJ,ISFJ,76227.61,58172.68,Success
ESTJ,INTJ,95538.97,77288.06,Failure
INTP,ENTJ,45023.61,39552.31,Success
ENTP,INTP,88070.43,77447.52,Failure
ISTJ,ESFJ,88190.35,86166.49,Failure
ISFP,ENFJ,45012.73,46188.49,Failure
ISFJ,ENFJ,65013.19,30720.03,Success
INTP,INTJ,90693.79,56838.29,Success
ESTJ,ESFJ,78812.83,54403.75,Success
ISFJ,ESFP,61176.8,90908.48,Failure
ENTJ,INFP,63116.29,61898.56,Failure
INFP,ENFP,55995.03,52624.16,Success
ESFJ,ENFP,46310.06,64092.92,Failure
INFJ,INFJ,62599.71,43416.51,Failure
INFJ,ISFJ,88936.59,59070.05,Failure
ENTP,INTJ,52802.26,85386.91,Success
INFP,ISFP,69045.34,71376.72,Success
ESTP,ESFJ,60805.87,84980.77,Failure
INFJ,ESFJ,39736.99,75555.94,Failure
ENFJ,ENTJ,87913.12,56560.62,Failure
INFJ,ISFJ,96813.88,65501.36,Failure
ISTJ,ISTJ,61036.4,67310.56,Failure
ESFP,ESFJ,50639.14,98100.84,Failure
ENTJ,ISFJ,90432.11,79768.56,Failure
INTJ,ENTJ,58457.53,66276.1,Failure
ISTJ,INFJ,54877.5,98456.31,Failure
ESFP,ESTP,36921.72,42227.1,Success
INFP,ENTJ,66313.99,72381.62,Failure
ISFJ,ESTP,61906.41,99666.41,Failure
ENTP,INTP,78890.33,87465.4,Success
ESTJ,ISFJ,85700.34,39757.33,Failure
ISTJ,INTJ,53138.8,36690.81,Success
ESFP,ENTP,40128.02,67352.11,Failure
ISTP,ISFP,54914.23,90398.79,Failure
ESFJ,ENTJ,59575.28,59802.03,Failure
ENTJ,INTP,97308.88,58772.94,Failure
ENFP,ISFP,65092.69,63848.8,Failure
ESTJ,ISFP,31476.89,58860.89,Success
ISFP,ESFP,92665.88,71803.91,Success
ISFJ,ISFP,48240.45,81021.59,Success
ENTP,ISFP,40678.27,84040.15,Success
ESTJ,ESFP,55393.86,40018.44,Success
ISFP,INFJ,53558.93,46436.78,Success
INTJ,ISTJ,37728.11,94805.12,Success
ISTP,ISFP,68458.66,57175.26,Success
INTJ,ESFJ,56536.16,79394.5,Failure
ESTJ,ESFP,35484.16,55428.74,Failure
INFP,INFJ,93667.32,50865.48,Success
ENTJ,ISFJ,58862,83173.32,Failure
ESTJ,INTP,94522.15,73885.68,Failure
ISFP,INTP,92470.52,99800.46,Failure
INFJ,ENFP,42845.65,30289.38,Success
ESFP,ISTP,50038.52,99126.13,Success
ISFP,ISFP,96491.32,94655.77,Failure
ISFP,ESTP,85907.92,65107.62,Success
INFJ,ISFJ,37773.37,77692.28,Success
ENTP,ISTJ,33579.96,68493.99,Success
ESFP,INTP,42469.27,69188.57,Success
ESTP,INFP,45688.02,34169.72,Failure
INTJ,ESFJ,88930.02,74655.83,Success
ESTJ,INFJ,44442.64,48893.84,Failure
ENTJ,ESTJ,98558.19,79462.76,Failure
ESFP,ISTJ,67086.36,90456.67,Success
INFJ,ENTP,76811.34,85589.56,Failure
ESTJ,INFJ,78551.82,95745.46,Success
ISTJ,ESTJ,84754.31,41526.82,Success
ISTJ,ENTJ,53450.13,74271.39,Failure
INTP,ENTP,33897.29,42815.9,Failure
ISFJ,ESFP,73604.27,72367.06,Failure
ESFP,INTJ,39410.26,30502.8,Failure
INTP,ENTJ,85920.47,31089.05,Success
ESTJ,ISFJ,66724.78,47183.13,Failure
ESTJ,INTJ,42044.13,54401.78,Success
INTP,ESFP,85270.2,40101.82,Success
INFJ,ESFP,65200.27,52518.43,Success
INFP,ESTP,87598.72,70345.33,Success
ENFJ,ESTP,38046.45,30580.38,Failure
ENFJ,ESTP,97509.19,51393.06,Failure
ESFP,INTJ,73825.46,36554.87,Failure
INFJ,ENTP,83754,49986.61,Success
ENTJ,ENTP,39905.2,87660.3,Success
ESTP,ESFJ,40262.92,80136.32,Failure
ENFJ,ESTP,36481.91,85919.6,Success
ISTJ,ISFP,96526.7,56521.08,Success
ISTP,ISFP,60672.8,73246.96,Failure
INTP,ENFP,66408.84,60211.18,Success
INFJ,ISTJ,30890.25,30399.26,Failure
ENFP,ENTP,38870.11,94770.7,Success
ESFP,ENFJ,52235.27,38070.54,Failure
ISTJ,ESFP,42900.15,64400.4,Failure
ESTJ,ISTP,85064.49,91186.15,Success
ESTJ,ENFJ,50143.35,90305.81,Failure
ENFP,ESFP,52314.62,83243.69,Success
INTP,INFJ,92728.01,32415.36,Success
ESTP,INTP,50709.85,57073.98,Success
ESTP,INFJ,80923.07,54343.17,Success
INFJ,ENFJ,74722.14,69377.1,Success
INTP,ENFJ,43986.13,75223.08,Failure
ISFP,INFJ,76215.02,66412.09,Failure
INTJ,ESTJ,74442.85,61684.12,Success
ESFP,ESTJ,76481.41,65796.77,Failure
ESTP,INFJ,66523.89,72404.77,Success
ENTJ,ISTJ,82020.23,67884.84,Success
ESFP,ESTJ,98687.2,70495.78,Failure
ESTJ,ENTP,97139.39,42433.95,Success
ESFJ,ESTP,85685.96,77396.68,Failure
INFP,ENFJ,90052.45,92964.83,Failure
ISFP,INTP,87763.89,47516.91,Success
ESFJ,ESFJ,99284.38,95917.21,Failure
INTJ,INTJ,60769.82,98898.11,Failure
ENTJ,ISTP,91942.06,84398.6,Failure
ENFP,ISFP,96131.65,65650.08,Failure
ISFJ,ISTJ,36451.69,50514.36,Success
ESFP,ISTP,99295.74,41170.01,Failure
INTP,ESTP,92075.37,94866.17,Failure
INFP,ISFP,38036.61,51008.66,Success
ESTJ,INFP,88508.81,60648.19,Failure
INTP,ENFP,32900.14,56406.88,Failure
ENTP,INTJ,62344.79,78201.33,Success
INTJ,ISTJ,45233.06,34731.78,Failure
ENFJ,ISFP,50180.26,58213.98,Success
INFJ,ESTJ,47614.21,97562.5,Failure
ENTP,ISFP,82884.03,67667.51,Failure
ESFJ,ESTJ,77809.17,97366.48,Success
ESTJ,ESTJ,84789.22,64578.91,Failure
INTJ,ENFP,63745.28,73568.81,Failure
ENTJ,ESFP,61671.16,62493.69,Success
INFJ,ISTP,91351.69,39736.66,Failure
ESTP,ENFJ,58032.59,55015.13,Success
INFJ,ISTJ,71702.69,53959.86,Failure
ISTP,ENTP,89250.97,41775.9,Success
INTJ,INFJ,31331.82,78227.35,Failure
ENFJ,INTP,86520.36,36810.03,Failure
INTJ,ESFP,38109.45,92804.63,Failure
ISTP,ISFJ,43729.18,51057.09,Failure
INTP,INFJ,92269.2,42609.36,Success
INTP,ISTJ,83818.77,49648.43,Success
INTP,ISTP,51374.49,87969.1,Success
ISTJ,ESTJ,87811.84,32203.31,Success
ESTJ,INTJ,81844.94,36897.45,Failure
ISFJ,INFJ,36219.28,89225.56,Failure
INTJ,ISFP,69306.62,48870.87,Failure
INTP,INTJ,48548.49,85285.09,Failure
INTJ,ENTJ,57176.29,63880.91,Failure
ESTJ,INFJ,98962.09,84317.34,Failure
ISTJ,ENFJ,37172.69,37381.19,Failure
ENFP,ESFP,36451.9,38808.34,Success
ISTP,ESFJ,70040.8,49318.36,Success
ENFP,INFP,58371.64,50607.84,Failure
ESTJ,ENTP,63072.58,87119.79,Failure
ISFP,ESTP,67487.85,57907.66,Success
ISFP,ISTJ,94169.88,37119.49,Failure
ESTP,ISTP,39281.51,69566.27,Success
ENFP,ISFP,49893.99,81596.1,Success
ISFJ,ESTJ,43199.5,86068.23,Failure
INFJ,ISFP,82823.05,70384.37,Failure
ISTJ,ISTJ,74208.74,48768.68,Failure
ESFP,ESTJ,36615.27,79334.5,Success
INFP,ISFJ,87186.31,63713.66,Failure
ISTJ,ESFP,48707.96,94694.26,Failure
INFP,ISFJ,95856.07,79399.92,Failure
INFP,ISTP,35825.85,63445.4,Success
INFJ,ESTP,83439.85,74701.07,Success
ISFP,ESFJ,66851.25,57998.42,Success
ENFP,ISFP,61013.88,40847.38,Failure
INTJ,ENFJ,79389.41,84166.31,Failure
ESTJ,ENTJ,50450.69,74451.62,Failure
ESTJ,ISFJ,69945.47,62955.33,Failure
INFP,ESFP,68936.17,36243.3,Success
ISTJ,ISFJ,56968.29,67072.33,Failure
ENFJ,INTP,51103.39,40556.03,Failure
ISTP,ENTP,86169.43,63009.9,Success
ESFP,ENTJ,58566.71,81320.44,Failure
ENFJ,ESFP,44073.34,56408.06,Success
ENTJ,INFJ,69827.36,78758.51,Success
ESFJ,INTP,91701.08,77857.31,Failure
ESFP,ESTJ,94192.46,63741.55,Failure
ESFJ,INFP,48941.06,82741.9,Success
ENTP,ENFJ,36432.13,79838.49,Failure
INFJ,ISTP,97841.85,56792.11,Failure
INTJ,ENTJ,72419.67,94146.11,Failure
ISFP,ISFJ,60536.58,33403.91,Success
ISFJ,ENFJ,53455.99,56734.25,Failure
INTP,ESTP,31030.54,75863.96,Failure
ISTP,INFJ,75734.77,59764.27,Failure
ENTP,ENTP,34011.9,45331.79,Failure
ISTJ,ENFJ,66528.87,56555.7,Failure
INTJ,ISTP,34265.77,61827.04,Success
ESFP,INFP,85436.51,73670.72,Failure
ENTP,ENTP,31516.92,82240.96,Failure
INFJ,ISFP,84022.24,63135.45,Failure
ISTP,INFJ,41213.38,96824.97,Failure
ESTJ,INTP,33040.04,88476.99,Success
ENFP,ESFJ,31501.16,69838.64,Success
INFJ,INFP,78583.91,59545.15,Failure
ENFP,ENTJ,39517.07,77879.25,Success
ESFP,INTP,33423.11,94193.36,Success
ENFP,INTJ,81147.5,34735.55,Failure
ISFJ,INTJ,53252.66,38270.44,Success
ESTP,ESFJ,66204.02,80292.19,Failure
ESFJ,INTJ,96584.77,39228.2,Failure
ESTJ,ENFJ,73910.53,94215.07,Failure
ESTP,ENFP,68196.75,98813.61,Failure
ESFJ,ISFP,68578.41,46459.18,Failure
ISFJ,ESTJ,52395.41,78746.06,Failure
ENTP,ISTJ,73769.68,80128.02,Success
INFJ,ENTP,99582.62,59512.26,Success
ESTP,INTJ,56599.44,93178.64,Success
ENTJ,ISTJ,52601.83,99998.44,Success
ESTJ,INFP,82637.39,79090.35,Failure
ISFJ,ENFP,68235.02,98585.94,Success
ENTJ,ESFP,54201.52,81880.93,Success
ENFP,ESFP,66161.5,42746.82,Failure
ESTJ,INTJ,51613.16,39090.23,Failure
INTP,ENFP,38771,33285.59,Success
INTJ,ENFJ,71303.66,94703.58,Failure
INTP,ISTJ,90619.07,92123.49,Failure
ESFJ,INTP,69155.09,52016.04,Failure
ISTJ,ISTP,60049.27,89519.52,Success
ENTJ,ISFJ,77784.6,53777.44,Failure
ENTJ,ENFP,81699.57,35533.63,Success
ISFP,ISFP,67137.78,82895.78,Failure
ENFP,INTJ,77350.23,72713.38,Failure
ENTJ,ESTP,33469.51,66592.95,Success
INTP,INTP,98854.15,84443.67,Failure
ISTP,ESFJ,41463.61,56574.47,Failure
ENTJ,ISTJ,34473.97,77764.99,Success
ISFJ,INFP,31549.26,52857.02,Failure
INTP,ENTP,34856.2,40723.21,Failure
INTJ,ISTJ,89025.86,45278.66,Failure
ESFJ,ENFP,34710.52,32730.49,Success
ISTP,ESFP,49074.12,30909.83,Success
ENTJ,ENFP,57236.13,72486.97,Failure
INTP,ISFP,77910.99,84931.77,Success
INTJ,INFJ,52659.46,76039.92,Failure
INFJ,ESFJ,35561.65,65347.67,Failure
ENFP,ENFP,70226.01,58179.34,Failure
ENFJ,ISFP,49581.97,78233.95,Success
ISFJ,INFJ,35537.13,77183.01,Failure
INFJ,ENTJ,51036.6,96110.18,Failure
ISTJ,ENFJ,80261.66,65254.55,Success
ISTJ,ISFP,90003.47,81050.62,Success
ENTJ,ESTP,91637.57,90969.08,Failure
ENTP,ESTJ,46586.5,60854.89,Success
INFJ,INFJ,75965.44,42428.22,Failure
INTP,INTP,78153.68,49405.69,Failure
INFP,ENTJ,85416.24,37571.59,Success
INFJ,ENTJ,59148.19,46610.6,Failure
ENFP,ESTP,77784.33,85508.9,Success
ISTJ,ENFP,36147.74,39092.89,Failure
ENFJ,INTP,61669.02,75981.87,Success
ENTJ,ISTP,50143.54,98015.8,Success
ENFP,ESTP,95262.21,76884.62,Failure
INFP,ENTP,42585.17,31487.36,Success
ESTP,INTP,87732.73,75235.19,Failure
ISTJ,INTJ,65545.83,95291.31,Failure
ISFP,ISTJ,39840.67,61112.57,Success
ENTP,ENTJ,35061.22,33070.95,Success
ISTJ,ISFP,66692.8,65770.98,Success
ESFJ,ESFP,71557.47,85998.15,Success
ENTJ,ISFJ,79571.75,97191.05,Success
INFJ,INTP,64644.9,65700.48,Success
ENTJ,ESTJ,72577.2,67517.97,Failure
ENFJ,ESFJ,30447.24,40821.2,Success
ISFP,INTJ,65514,92265.42,Failure
ENTP,ENFJ,93155.3,77233.45,Success
ENTJ,ENTP,43330.4,44366.02,Success
INTP,ESFJ,30541.37,80415.03,Failure
INFP,ENTP,48438.36,73683.46,Failure
ESTP,ESFP,77328.77,61089.27,Success
ESFJ,ESFJ,83139.9,69428.54,Failure
ESTJ,ISTJ,79647.95,69961.47,Failure
ISTP,ENTJ,94012.4,41633.85,Success
ESFJ,ESFP,82744.35,52943.76,Failure
INTJ,ESFJ,93547.52,74896.52,Success
ENFP,INFJ,45157.88,90103.71,Success
INTJ,INTP,44126.59,89792.7,Success
ISTJ,ISTJ,30377.15,39904.92,Failure
INFP,ISTP,47686.05,76814.97,Success
ISTP,ESTJ,85624.85,33891.44,Success
ESTJ,ESTJ,37131.18,59175.88,Failure
ISFJ,ENFJ,46260.55,34582.76,Success
INFP,INFP,89473.58,34931.97,Failure
ESTJ,ESFP,91773.13,73006.5,Success
ENTJ,ENFJ,46481.98,81241.25,Failure
ENTP,INFJ,31080.74,96272.83,Failure
ISTP,INFP,38791.22,50725.51,Failure
ISFP,ENFP,86965.06,59104,Success
ISFJ,ISTJ,50275.12,91328.85,Success
ISTJ,INTP,87041.55,43614.48,Success
ISFP,ENFJ,45837.29,39025.83,Failure
ESFJ,ISTP,30157.37,54777.27,Success
INFJ,ESFP,30473.52,75280.48,Failure
ENTP,ISTJ,83187.88,67123.51,Success
ENTP,ENFP,64858.42,48620.21,Success
ESFP,ISFJ,55175.25,74377.73,Success
ISFJ,ISTP,96027.14,57276.09,Failure
ENFP,INFP,36456.53,42528.08,Success
ENFP,ISFJ,39607.2,81680.3,Success
INFJ,ESFJ,86820.33,72230.95,Success
ESFJ,ESFJ,37700.32,83150.14,Failure
INTP,INTP,54314.26,77233.74,Failure
ISTJ,ENTP,77720.39,39024.9,Failure
ISFP,ENFP,82343.89,61166.98,Success
ESFP,INTJ,55878.73,83964.37,Success
ENTP,INTP,98359.88,83853.15,Failure
INFP,ENFJ,65620.59,95093.96,Failure
ISTJ,ESTP,35163.89,79766.17,Failure
ESFJ,ISFP,74587.51,88108.4,Success
ISTP,ESTJ,63468.88,81543.01,Failure
ENFJ,ENFJ,44506.61,77469.36,Failure
INTP,ISFJ,41471.98,80077.75,Success
ESFP,INFP,52545.06,91440.46,Success
ENTJ,ESTJ,60558.64,34972.73,Failure
ENTP,ESTJ,96869.36,82807.81,Failure
ISTP,ENFP,45709.4,74758.09,Failure
INFP,ESFP,54471.87,63724.72,Failure
ENFJ,ENTJ,82409.14,89722.98,Success
INTP,ENTJ,94421.05,43629.02,Success
ISFP,ISFP,92335.32,94119.56,Failure
ISFP,ISFP,85794.62,42322.84,Failure
INTP,ESTP,57727.37,73831.65,Failure
INFP,INTJ,56936.99,98717.29,Success
ESTP,ENFP,39528.89,81197.86,Failure
ISFP,ESTP,55141.35,75970.46,Failure
ENTP,ENTP,88236.35,38120.73,Failure
INFJ,INFJ,84037.29,43473.5,Failure
INFP,INTJ,57437.48,96366.28,Success
ENFP,INTP,32014.69,80238.18,Success
ESFJ,INFJ,61798.68,56524.01,Success
ENFJ,ISFP,87334.59,40927.16,Failure
ESTP,INTJ,74802.57,76933.25,Success
ENTJ,ESTJ,37948.63,48463.3,Success
ENFP,INFP,57646.23,80178.98,Success
ESFJ,ESTP,50241.43,51557.52,Success
ENFP,ESTJ,44594.61,91805.89,Success
INFJ,ISTJ,62271.9,43643.39,Failure
ISTJ,ESFP,92480.18,90797.32,Success
ENFP,INTJ,51061.07,32265.73,Failure
ENTP,INFP,98137.59,99696.66,Success
ISFP,ESFJ,67524.75,65834.66,Success
INFJ,ISTJ,87510.5,33595.02,Failure
ESTJ,ISFP,95506.62,38056.84,Failure
ENTP,ISTJ,41092.64,40898.27,Failure
ENFJ,ESTP,79893.86,66904.1,Failure
ENTJ,ESFJ,36147.87,68592.62,Success
ENFJ,ESFP,52330.99,44136.44,Failure
ENTP,ESFJ,69768.29,61670.56,Failure
ENFJ,ENTP,93512.13,75173.08,Failure
ESTJ,ENTJ,79608.29,57432.48,Success
ESFP,ENFJ,36633.14,74809.52,Failure
ENFP,INTJ,82012.78,74837.69,Failure
INTP,ISTJ,80859.4,78942.11,Failure
ISFP,ISTP,39855.33,53022.81,Success
ENFJ,ESTJ,88098.55,64590.91,Failure
ENFP,ISFJ,72630.39,57887.96,Failure
INFJ,ESTP,88759.82,76396.54,Success
ESTP,ENTJ,79121.37,83499.82,Failure
INTJ,INTP,46732.26,68771.85,Failure
ISTP,ENTP,59013.23,55719.76,Success
ISTJ,ESTP,34639.78,39758.88,Failure
ISTP,ISTP,52237.5,71606.02,Failure
ESFJ,ISFJ,31204.55,97961.88,Success
ESFP,ESTP,35944.36,53780.18,Success
ISTP,ESTJ,71581.99,64409.91,Success
INTJ,ISTP,98553.28,62710.64,Failure
